id,url,text,w_what,w_where,w_when,w_who_author,w_who_victim,w_who_other,w_why,h_how,newspaper,activelearning_tag
101,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/03/02/news/cantiere-in-viale-italia-per-una-pista-ciclabile-1.38542860,"SPILAMBERTO. Furto d’auto sabato sera, attorno alle 22, nei pressi di via Fratelli Rosselli. Alle 20.30 il proprietario della vettura rubata, un 40 enne di Crespellano, raggiunge come di consueto il suo amico a Spilamberto e lascia l’auto parcheggiata nella via: un’Alfa Romeo “Giulietta”. I due amici raggiunti poi da una terza persona si recano con un’altra auto a Modena per passare una serata in centro. Ma quando rientrano trovano brutta sorpresa: la Giulietta non c’è più. «È da 20 anni che vengo a Spilamberto e lascio la macchina nello stesso posto per poi andare a Modena - racconta il proprietario della vettura visibilmente incredulo - Non ci sono stati segni di infrazione come vetri rotti sparsi in giro... Semplicemente l’auto è stata rubata». Nella zona residenziale dove è accaduto il furto ci sono stati degli altri precedenti con i ladri che sono piombati in casa, in presenza dei proprietari. In quell’occasione uno dei malviventi fu rincorso dal figlio del proprietario ma quando il ladro ha estratto un coltello ha fatto desistere l’inseguitore che non voleva rischiare di essere ferito. Sulla strada non ci sono delle telecamere che riprendono il punto dove era parcheggiata l’auto ma a pochi metri ci sono delle abitazioni provviste di telecamere che potrebbero aver ripreso l’Alfa Romeo in fuga con i malviventi. Il caso è stato denunciato ai carabinieri. —G.I. ","[""un\u2019Alfa Romeo \u201cGiulietta\u201d""]","[""nei pressi di via Fratelli Rosselli""]","[""attorno alle 22""]","[""malviventi"", ""ladri""]","[""il proprietario della vettura rubata, un 40 enne di Crespellano"", ""proprietari""]",[],,,Gazzetta di Modena,furto
231,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/01/16/news/derubata-della-borsa-davanti-all-ospedale-1.38341222,"Stava facendo manovra con l’auto ed è stata derubata della borsa da una donna che l’aveva distratta. Si è presentata al Pronto soccorso del Ramazzini la vittima di questo furto con destrezza, nella serata di martedì. La donna stava partendo con l’auto, parcheggiata in via Molinari, a pochi metri dall’ingresso dell’ospedale. Una donna le si è avvicinata e chiedeva qualche suggerimento su come uscire con la macchina. Improvvisamente, è stata tamponata un’altra auto e, facendo presente che era caduta la targa a causa dell’urto, l’ha distratta. Mentre la vittima controllava cosa fosse successo, la ladra le ha portato via la borsa con documenti, telefono, carte e soldi. La donna, sotto choc e mortificata per l’umiliazione subita, oltre al furto, si è rifugiata al Pronto soccorso, dove il personale l’ha tranquillizzata, fino all’arrivo dei parenti. Numerose le persone che hanno assistito alla scena e che hanno espresso solidarietà alla donna. — S.A. ","[""borsa con documenti, telefono, carte e soldi""]","[""via Molinari, a pochi metri dall\u2019ingresso dell\u2019ospedale""]","[""serata di marted\u00ec""]","[""ladra""]","[""donna""]","[""personale""]",,,Gazzetta di Modena,furto
232,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/01/16/news/un-carrello-rubato-a-tred-appello-per-trovarlo-1.38341219,"Furto alla Tred di Fossoli nella serata di lunedì. Ad essere preso di mira un t carrello di proprietà della ditta Car Diesel di Bomporto che ha fatto scattare l’appello per ritrovarlo. «È stato rubato presso un nostro cliente a Fossoli un carrello di marca Toyota 02-8FDF25 matricola 42220 di nostra proprietà - dice l’azienda che lo ha noleggiato - Le telecamere della videosorveglianza hanno ripreso i ladri uscire dall’azienda con il carrello alle 21.20 e dirigersi verso Concordia. Il carrello è facilmente riconoscibile grazie al depuratore ad acqua montato sulla zavorra, ovvero il bombolone grigio che si vede montato sul retro del carrello. Preghiamo chiunque abbia visto, o abbia occasione di vedere, un carrello simile caricato su un camion di avvisarci» concludono. — ","["" carrello di marca Toyota 02-8FDF25 matricola 42220""]","[""Fossoli""]","[""nella serata di luned\u00ec"", ""alle 21.20""]","[""ladri""]","[""Tred""]",[],,,Gazzetta di Modena,furto
234,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/01/15/news/bloccato-e-denunciato-il-ladro-della-parrocchia-1.38335170,"Formigine. Ha un nome e un cognome il ladro delle offerte nella chiesa di magreta. I carabinieri sono arrivati a lui dopo una caccia serrata durata quasi tre mesi e fatta controllando centinaia di immagini delle telecamere di videosorveglianza. Per i militari dell’Arma non ci sono dubbi. È lui l’autore del furto avvenuto in chiesa guidata da don Rino Pinelli il 30 ottobre scorso. Si tratta di un rimeno di 34 anni, ufficialmente senza fissa dimora, le cui immagini del suo colpo in chiesa fecero il giro dei siti web della zona. Ma basandosi sugli orari, su una serie di testimonianze dirette e sulle registrazioni delle telecamere private, i carabinieri sono arrivati a circoscrivere una piccola serie di auto sospette. Di qui, risalendo alle targhe e ai relativi proprietari, sono arrivati a identificare il rumeno e a denunciarlo. È stato sempre lui a compiere gli altri tre furti in pochi giorni? Al momento non ci sono denunce in questo senso. — S.C. ","[""offerte""]","[""Formigine""]","["" il 30 ottobre""]","[""rumeno""]","[""chiesa di magreta""]","[""carabinieri""]",,,Gazzetta di Modena,furto
109,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/03/01/news/gand-di-piazza-roma-un-negoziante-vengono-qui-solo-perche-e-una-zona-in-abbandono-1.38537030,"MODENA. «Sì, certo che so chi sono quei ragazzi di via Fonteraso. Sono mesi che li vedo tutti i giorni. E vedo anche quello che lasciamo per terra. Bottiglie di superalcolici spaccate, lattine vuote, cicche, orina ovunque, rifiuti. Non stanno solo lì o in piazza Roma. Si sentono i padroni della strada. In tutta questa zona, comprese via Modonella e via Campanella». Anche Claudio Corradini, il conosciuto titolare del negozio di arredamento per interni “Via San Vincenzo 28”, ha da dire qualcosa sulla banda di adolescenti dai modi teppisti che sta esasperando un’intera zona del centro. Si parla sempre della banda che fa capo a via Fonteraso, ma che scorazza nelle strade limitrofe e nella zona di piazza Roma accanto al monumento a Ciro Menotti, sia sotto i portici che sulle panchine, fianco a fianco con giovani spacciatori. «Sono una quarantina in tutto. Di solito di sera se ne vede in giro una ventina. Si formano da piccoli gruppi di cinque-dieci persone che occupano tutta la strada. Tutti ragazzi e ragazze adolescenti che urlano, si picchiano tra loro, giocano a pallone in queste strade strette, si fanno delle canne, bevono alcolici, bivaccano attaccato ai negozi. La fanno da padroni anche qui in via San Vincenzo». Da molto tempo Corradini raccoglie le testimonianze della loro presenza fotografando il pattume che lasciano. «La mia è una testimonianza che volevo consegnare a qualcuno perché bisogna intervenire. È capitato già tre volte che sono dovuto uscire dal negozio e discutere con loro davanti alle telecamere ma a loro non gliene frega niente. So che ci sono state petizioni e sono stati chiamati i vigili ma interventi importanti non se ne sono ancora visti. Lo stesso problema so che c’è anche in via Campanella e via Modonella». La loro presenza anche in via San Vincenzo ripropone però anche un problema più vasto di tipo urbanistico, come spiega l’arredatore: «Purtroppo hanno scelto di trovarsi qui perché questa è una zona del centro che ha problemi seri di abbandono». Spiega il commerciante di arredamento: «Prendiamo via San Vincenzo. Sono rimasto solo io con un negozio aperto dopo che tempo fa ha chiuso l’unico altro rimasto, un negozio di parrucchiera. La stessa cosa avviene nelle altre strade interessate. Le strade stesse sono malmesse e l’illuminazione serale è scarsa e spesso obsoleta. Per questo bivaccano qui, lasciano pattume, orinano, si fanno canne, bevono alcolici e attirano spacciatori senza che nessuno intervenga». I suoi problemi in via San Vincenzo sono gli stessi riscontrati nella vicina via Santa Margherita, dietro la Procura, dai gestori del bar sotto il portico, un locale nuovo ma frequentato a tutte le ore che contribuisce molto a riportare vivibilità e sicurezza in quella zona. Hanno raccontato di aver subito più volte le scorribande di alcuni ragazzi teppisti di via Fonteraso, terminate con furti e taccheggi di alimentari, consumazioni non pagate con fuga finale per le stradine, e anche un gesto di vandalismo: il furto di un cappello che rappresenta un po’ il simbolo del locale e che, riconosciuto, è stato raccolto in strada da una ragazza di un’altra compagnia e riportato ai proprietari. In via Modonella, che non ha vere attività (a parte l’alimentare del “pakistano” all’angolo preso di mira dalla banda) ogni mattina Hera raccoglie un sacco di loro rifiuti: lattine di birra, cocci, sacchetti di patatine e di snakers. In via Campanella, altra strada solo abitata, i residenti lamentano lo spaccio fiorente nei pressi del nuovo cantiere che viene usato come schermo contro sguardi indiscreti. — ","[""alimentari"", ""consumazioni non pagate"", ""cappello""]","[""via Santa Margherita, dietro la Procura"", ""bar sotto il portico""]",[],"[""alcuni ragazzi teppisti di via Fonteraso""]","[""i gestori del bar""]",[],,,Gazzetta di Modena,furto
111,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/02/29/news/ruba-l-auto-al-coinquilino-ubriaco-si-schianta-durante-inseguimento-1.38532844,"MODENA. Alle 3.30 di notte tra venerdì 28 e sabato 29 febbraio la polizia ha notato una Range Rover che girava a fari spenti per viale Caduti in Guerra. La pattuglia della Squadra volante l'ha seguita facendo cenno coi lampeggianti di fermarsi, ma l'autista è scappato a tutta birra voltando in via Ricci. Ne è nato un inseguimento per le strade deserte data l'ora tarda che è terminata drammaticamente in via Borelli. Il conducente ha schiantato le ruote contro il cordolo facendole esplodere ed è rimasto a piedi. A quel punto la polizia ha avuto modo di conoscerlo: si tratta di un 27enne di Scandiano residente in città. Era ubriaco. All'alcoltest è risultato positivo con un tasso di 1,50. L'auto non è risultata rubata, ma è anche risultato che il giovane non ha mai preso la patente di guida. Era successo che aveva rubato le chiavi al suo coinquilino mentre dormiva e che ha avuto la notizia del danno della sua auto e del sequestro giudiziario poco dopo. Il conducente è stato denunciato per vari reati stradali e per furto con l'aggravante di abuso della relazione domestica (ha tradito la fiducia del suo coinquilino). ","[""chiavi""]","[""MODENA""]","[""Alle 3.30 di notte tra venerd\u00ec 28 e sabato 29 febbraio""]","[""un 27enne di Scandiano""]","[""suo coinquilino""]","[""la polizia"", ""La pattuglia della Squadra volante""]",,,Gazzetta di Modena,furto
237,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/01/12/news/ruba-alla-coop-bottiglia-di-liquore-zuffa-col-vigilante-1.38321694,"Violenta lite finita in parapiglia l’altra sera al supermercato Coop di via Mosca dove una guardia ha fermato per un furto un marocchino. Da li è nata una zuffa che è stata bloccata solo dall’arrivo immediato dei carabinieri che hanno fatto chiarezza sulla situazione. Quella che era stata segnalata come un’ipotetica rapina è finita con una denuncia per furto. Di cosa? Una bottiglia di liquore. Infatti pochi minuti dopo le 20, poco prima della chiusura, il maghrebino aveva nascosto sotto il giubbotto il liquore e quando è stato bloccato dalla guardia giurata all’uscita ha cominciato a dare in escandescenze, subito spalleggiato da un amico. Ma i carabinieri hanno bloccato entrambi. — ","[""bottiglia di liquore""]","[""via Mosca""]","[""pochi minuti dopo le 20, poco prima della chiusura""]","[""un marocchino""]","[""supermercato Coop di""]","[""guardia giurata""]",,,Gazzetta di Modena,furto
116,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/02/29/news/minacce-e-furto-nel-negozio-di-alimentari-1.38535044,"Assalto al negozio alimentari, furto e minacce pesanti alla vittima. Tutto si è svolto giovedì sera in via Fonteraso intorno alle 18.30 nel negozio di alimentari. Un gruppetto della banda di adolescenti ha fatto irruzione rubando alcuni pacchetti. Il commerciante, che in passato aveva già subito altri furti da parte loro, se ne è accorto e ha ordinato di restituire la merce. La scena si è spostata in strada. Mentre il commerciante appena uscito li richiamava, i teppistelli lo hanno intimidito e minacciato. Tutto è stato ripreso dalla telecamera di videosorveglianza del Comune e anche in un video girato da una persona che si trovava nei paraggi. Sul posto è arrivata una pattuglia della Squadra volante della polizia che ha raccolto le prime informazioni per arrivare a identificare gli autori del furto e delle minacce. — ","[""alcuni pacchetti""]","[""nel negozio di alimentari"", ""via Fonteraso""]","[""gioved\u00ec sera"", ""intorno alle 18.30""]","[""Un gruppetto della banda di adolescenti""]","[""Il commerciante""]","[""una persona che si trovava nei paraggi"", ""pattuglia della Squadra volante della polizia""]",,,Gazzetta di Modena,furto
61,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/03/12/news/nuovo-furto-in-pizzeria-assaltata-da-tommy-1.38586321,"La pizzeria “Da Tommy” è stata saccheggiata dai ladri. I malviventi hanno agito di notte avventandosi sulla porta dell’esercizio commerciale di via Manzoni. «I ladri hanno assaltato la porta, scassinandola - racconta il titolare - I malviventi, una volta dentro, hanno rubato un telefonino, il cui numero è collegato al telefono fisso della pizzeria. Si tratta di un danno grande: sono entrati attraverso la porta antipanico, aperta con un palanchino o uno strumento antiscasso. Abbiamo sporto denuncia ai carabinieri per tentare di risalire alla refurtiva e per mettere la parola fine ai continui furti di cui sono bersaglio gli esercizi commerciali». Nella notte fra lunedì e martedì i ladri si sono scagliati contro l’ingresso della Capannina di via Pezzana, a poche centinaia di metri. Una volta dentro hanno portato via il fondo cassa. — S.A. ","[""un telefonino, il cui numero \u00e8 collegato al telefono fisso della pizzeria""]","[""pizzeria \u201cDa Tommy\u201d"", ""via Manzoni""]","[""di notte""]","[""ladri""]","[""il titolare""]","[""carabinieri""]",,,Gazzetta di Modena,furto
62,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/03/11/news/carpi-ladri-distruggono-vetrata-e-razziano-la-capannina-1.38580307,"Il Coronavirus non ferma di certo l’assalto dei ladri. La notte scorsa i malviventi hanno sfondato l’ingresso della pizzeria La Capannina di via Pezzana. Visti i gravi danni provocati al locale, dalle prime ricostruzioni sembra sia stato più di un ladro a entrare in azione. La banda ha aspettato che i titolari chiudessero il locale, aperto lunedì sera soltanto per l’asporto. Poi sono entrati dalla finestra, hanno devastato tutto quello che hanno trovato di fronte, puntando dritti al registratore di cassa. Qui hanno agguantato centinaia di euro e li hanno portati via. Ai titolari non è rimasto che constatare l’amara sorpresa ieri mattina, al momento della riapertura. «Quando siamo arrivati non abbiamo potuto fare altro che notare la devastazione e chiamare i carabinieri per sporgere denuncia - spiega il titolare Carlo Giordano - Hanno strappato il fondo cassa, danneggiando anche il misuratore fiscale. E hanno buttato giù la vetrata. Sono rimasto impressionato da tanta violenza. Meno male che la gente dovrebbe stare in casa alla sera. Non ci rimane che fare la conta dei danni e ripartire, in una situazione già difficile per motivi legati al Coronavirus. Dalle prime ricostruzioni, per la violenza dell’assalto, pare che la banda fosse composta da più di un componente». «Abbiamo toccato il fondo, peggio di così non può andare - aggiunge Daniele, figlio di Carlo - Vedere il nostro locale ridotto in queste condizioni dai ladri non può che provocare dolori, ma ci rialzeremo più forti di prima, sia dopo questo furto, sia dopo il Coronavirus, che sta mettendo a dura prova le attività commerciali. Mi auguro che anche gli altri esercenti resistano e possiamo farci forza a vicenda. Bisogna stare uniti, com’è successo dopo il terremoto, per rinascere più forti di prima. Con l’auspicio che tutti rispettino le regole proprio come stiamo facendo noi e che chi non le rispetta venga sanzionato» conclude Daniele. La Capannina è un punto di riferimento anche per tanti clienti che non hanno abbandonato il locale anche se aperto soltanto per l’asporto, secondo le ultime disposizioni governative. Tanta, quindi, l’amarezza per l’effrazione e il saccheggio del locale che, per il quartiere, rappresenta un punto fermo, ormai da decenni. Nel frattempo, sul fronte investigativo, si indaga per risalire alla banda che ha commesso la razzia. Nelle settimane scorse sono stati altri i locali presi di mira dai malviventi e con le indagini sarà possibile capire se ci sono legami. — ","[""centinaia di euro"", ""fondo cassa""]","[""pizzeria La Capannina di via Pezzana""]","[""La notte scorsa""]","[""pi\u00f9 di un ladro""]","[""il titolare Carlo Giordano""]","[""Daniele, figlio di Carlo""]",,,Gazzetta di Modena,furto
64,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/03/08/news/ladro-di-rame-colto-in-flagrante-e-processato-1.38568584,"SERRAMAZZONI. Ladro di rame colto in flagranza venerdì sera a Serramazzoni, mentre si dava un gran daffare: era già riuscito ad asportare da un’abitazione pluviali per un quintale. Quantitativo che avrebbe avuto il suo valore di mercato, dove il pregiato metallo è sempre richiesto. La festa è finita con l’arrivo dei carabinieri di Pavullo e di Zocca, che l’hanno arrestato per furto aggravato. Si tratta di un 52enne di origini siciliane ma residente nel bolognese. Ieri è finito davanti al giudice per la direttissima. Il furto di rame è un flagello per l'Appennino: la settimana scorsa era toccato al vecchio asilo di Samone. ","[""pluviali per un quintale""]","[""Serramazzoni""]","[""venerd\u00ec sera""]","[""52enne di origini siciliane ma residente nel bolognese""]",[],"[""carabinieri di Pavullo e di Zocca""]",,,Gazzetta di Modena,furto
65,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/03/07/news/carta-rubata-per-la-benzina-nei-guai-tre-malviventi-1.38564852,"Facevano benzina con una carta di credito aziendale rubata in un’azienda di autotrasporti di Carpi: a finire nei guai tre uomini, tutti residenti nella provincia di Bergamo. I tre sono stati fermati giovedì dai Carabinieri di Carpi, al termine di una capillare attività investigativa. Nel periodo compreso tra maggio e novembre del 2019, i tre hanno fatto rifornimenti di carburante per un importo complessivo di oltre 7mila euro, utilizzando indebitamente una carta di credito aziendale sottratta in una ditta carpigiana. I tre malviventi, che dovranno rispondere di furto e indebito utilizzo di carte di credito, sono stati identificati e rintracciati dai militari mentre il titolare della ditta carpigiana, una volta appresa la notizia, ha interrotto ogni rapporto lavorativo con loro. — ","[""carta di credito aziendale"", ""7mila euro""]","[""Carpi""]","[""tra maggio e novembre del 2019""]","[""tre uomini, tutti residenti nella provincia di Bergamo""]","[""un\u2019azienda di autotrasporti di Carpi""]","[""Carabinieri di Carpi""]",,,Gazzetta di Modena,furto
66,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/03/06/news/carpi-oltre-7mila-euro-di-carburante-con-carta-di-credito-rubata-1.38558215,"CARPI. Ieri, giovedì 5 marzo, la Compagnia dei Carabinieri di Carpi, al termine di un’attività investigativa, ha fermato tre uomini (tutti residenti nella provincia di Bergamo), poiché nel periodo compreso tra il 9 maggio e l’8 novembre 2019, presso vari distributori di carburanti siti della provincia di Bergamo, hanno effettuato numerosi rifornimenti per un importo complessivo di 7.362 euro, utilizzando (indebitamente) una carta di credito aziendale rubata in una ditta di autotrasporti di Carpi. I tre, tutti con precedenti, sono stati identificati e rintracciati dai carabinieri. Il titolare della ditta, appresa la notizia, ha ovviamente interrotto ogni rapporto lavorativo con i tre. I malviventi dovranno rispondere di furto e indebito utilizzo di carte di credito. ","[""7.362 euro"", ""carta di credito aziendale""]","[""presso vari distributori di carburanti siti della provincia di Bergamo""]","[""nel periodo compreso tra il 9 maggio e l\u20198 novembre 2019""]","[""tre uomini (tutti residenti nella provincia di Bergamo)""]","[""Il titolare della ditta""]","[""la Compagnia dei Carabinieri di Carpi""]",,,Gazzetta di Modena,furto
68,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/03/06/news/ladri-in-casa-dell-anziana-che-venne-aggredita-1.38560711,"I ladri l’altra mattina le hanno saccheggiato la casa, e per questa 80enne che abita in viale XXII Aprile a Modena Est è stato come rivivere la terribile esperienza che aveva subìto cinque anni fa, quando tre rapinatori le avevano teso un agguato in strada mentre rincasava. L’avevano portata in garage, incappucciata e legata, per poi dedicarsi a fare una razzia nella abitazione. Questa volta, per lo meno, si tratta di un semplice furto: i ladri, approfittando della sua assenza, hanno forzato il portone di casa e una volta all’interno hanno portato via monili ed altri preziosi. — ","[""monili ed altri preziosi""]","[""viale XXII Aprile a Modena Est""]","[""l\u2019altra mattina""]","[""tre rapinatori""]","[""80enne""]",[],,,Gazzetta di Modena,furto
120,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/02/28/news/catturati-5-ricettatori-d-attrezzi-di-giardinaggio-1.38530974,"Gli agenti del Commissariato di Carpi con due equipaggi della Polizia Stradale hanno denunciato cinque uomini di età compresa tra i 20 e i 48 anni, tutti residenti tra i Comuni di Mirandola e di Novi per il reato di ricettazione di apparecchiature professionali per il giardinaggio. I servizi straordinari di controllo del territorio finalizzati al contrasto dei reati di furto presso ditte o abitazioni nelle ore serali ha portato, intorno alle 22.30, all’individuazione di un veicolo di media cilindrata con quattro persone a bordo che si aggirava con fare sospetto nelle campagne comprese tra Mirandola e il Comune di Concordia. Dal monitoraggio del veicolo e dal successivo servizio di appostamento, gli agenti hanno notato l’autovettura in questione fermarsi in una piazzola, gli occupanti scendere e caricare su un furgone condotto da un altro uomo delle attrezzature da giardinaggio. Il tempestivo intervento ha consentito di fermare gli occupanti della vettura, del furgone e di recuperare l’attrezzatura da giardinaggio consistente in un soffione per foglie, un decespugliatore e un tagliasiepi. Per quanto sopra tutti i soggetti, alcuni dei quali gravati da precedenti di polizia specifici per reati contro il patrimonio sono stati denunciati per il reato di ricettazione in concorso mentre la refurtiva è stata sequestrata in attesa di restituzione. — ","[""attrezzature da giardinaggio"", ""soffione per foglie, un decespugliatore e un tagliasiepi""]","[""nelle campagne comprese tra Mirandola e il Comune di Concordia""]","[""intorno alle 22.30""]","[""cinque uomini di et\u00e0 compresa tra i 20 e i 48 anni, tutti residenti tra i Comuni di Mirandola e di Novi""]",[],"[""Gli agenti del Commissariato di Carpi""]",,,Gazzetta di Modena,furto
239,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/01/12/news/coppia-ruba-del-cibo-sorpresi-e-denunciati-1.38321728,"Stavano per rubare generi alimentari per 70 euro, ma sono stati sorpresi e denunciati. Una coppia di rumeni era entrata, nella serata di venerdì, alla Coop di piazza Bianchini. Entrambi avevano raccolto quantità di cibo e stavano per uscire dal supermercato senza effettuare il pagamento. Gli addetti del punto vendita se ne sono accorti e hanno allertato i carabinieri. Dopo gli accertamenti i militari hanno denunciato la coppia per furto in concorso. ","[""generi alimentari"", ""cibo""]","[""piazza Bianchini""]","[""nella serata di venerd\u00ec""]","[""Una coppia di rumeni""]","[""Coop""]","[""carabinieri""]",,,Gazzetta di Modena,furto
122,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/02/27/news/san-cesario-razziava-l-isola-ecologica-con-un-ascia-da-macellaio-denunciato-1.38523477,"MODENA. Stava razziando materiale dall'isola ecologica di San Cesario, quando è stato sorpreso dai carabinieri. E' successo ieri, mercoledì 26 febbraio, nel tardo pomeriggio. I protagonisti, in positivo, di questa vicenda sono i carabinieri della tenenza di Castelfranco che hanno denunciato alla procura della Repubblica un cittadino tunisino trentanovenne che è residente a Castelfranco: le accuse sono furto aggravato e porto di strumenti atti ad offendere. I militari lo hanno scoperto proprio mentre si trovava nell'isola ecologica di San Cesario mentre asportava materiale di vario genere. E nel corso della perquisizione è stato trovato anche in possesso di un’ascia da macellaio. ","[""materiale di vario genere""]","[""MODENA"", ""nell'isola ecologica di San Cesario""]","["" ieri, mercoled\u00ec 26 febbraio, nel tardo pomeriggio""]","[""cittadino tunisino trentanovenne che \u00e8 residente a Castelfranco""]","[""isola ecologica di San Cesario""]","["" i carabinieri della tenenza di Castelfranco""]",,,Gazzetta di Modena,furto
